iter	RMSE
231	0.1619032274
232	0.160636107
233	0.1592488634
234	0.1579188683
235	0.1569288869
236	0.1559249288
237	0.1549331985
238	0.1534709743
239	0.1521258848
240	0.1507360318
241	0.149724908
242	0.148666595
243	0.1474987413
244	0.1465584302
245	0.1456308449
246	0.144473821
247	0.1435050387
248	0.1427050429
249	0.1417872183
250	0.140892298
251	0.1399529793
252	0.1390499626
253	0.1381701789
254	0.1372128689
255	0.1365527221
256	0.1354985365
257	0.1345936652
258	0.1336872608
259	0.1329878322
260	0.1316931407
261	0.1305260945
262	0.1293551648
263	0.1289564537
264	0.1278143262
265	0.1268345604
266	0.1258733884
267	0.1248470821
268	0.1238847446
269	0.1232444164
270	0.1220541222
271	0.1211091585
272	0.119925076
273	0.1188093374
274	0.1180010253
275	0.1172132785
276	0.1162701559
277	0.1152111908
278	0.1148134249
279	0.1143980188
280	0.1133350256
281	0.1123642529
282	0.1115333335
283	0.1107487159
284	0.1100179191
285	0.1091401674
286	0.108156426
287	0.1076018988
288	0.1071638852
289	0.1063800661
290	0.1055334358
291	0.1048440808
292	0.1039165884
293	0.1031852897
294	0.1027938455
295	0.1022895281
296	0.1013116066
297	0.1003434162
298	0.09957776284
299	0.09892020193
300	0.09809758681
301	0.0973294719
302	0.09649955545
303	0.0957165155
304	0.09491627047
305	0.09419702112
306	0.09336406538
307	0.09250306043
308	0.09197233422
309	0.09138069915
310	0.0906424074
311	0.08997105808
312	0.08926691727
313	0.08869839675
314	0.08810540375
315	0.08740921918
316	0.08668552859
317	0.08627879652
318	0.085904605
319	0.08529318894
320	0.08450463218
321	0.08398363929
322	0.08324042217
323	0.08277383497
324	0.08200599219
325	0.08137584553
326	0.08073606769
327	0.08010370588
328	0.07950879278
329	0.07891239498
330	0.07859432683
331	0.07799059345
332	0.0774519492
333	0.07683587679
334	0.07624845418
335	0.07572468733
336	0.07529209916
337	0.07463515275
338	0.0741368934
339	0.07343227344
340	0.07298152053
341	0.07251433924
342	0.07209748204
343	0.07175705747
344	0.071136543
345	0.0707316081
346	0.07034897846
347	0.06993485722
348	0.06948944116
349	0.06899579176
350	0.06859368521
351	0.06812961895
352	0.06777562468
353	0.06738840193
354	0.06671437198
355	0.06613616303
356	0.06575091528
357	0.06532411472
358	0.06494627014
359	0.06441932151
360	0.06399179769
361	0.06362947709
362	0.06320568426
363	0.06294746057
364	0.06232743819
365	0.06189782552
366	0.06148842783
367	0.06123867219
368	0.06059198107
369	0.06025323558
370	0.05981442332
371	0.05945191678
372	0.05893928893
373	0.05868100039
374	0.0581345428
375	0.05769632442
376	0.05710164352
377	0.05676293961
378	0.05627621772
379	0.05597092729
380	0.05573487243
381	0.05552398682
382	0.05524267356
383	0.0547064227
384	0.0543415261
385	0.05394574763
386	0.05353746252
387	0.05310975961
388	0.05266862481
389	0.05225589806
390	0.05193475883
391	0.05154795842
392	0.05134752314
393	0.05101734226
394	0.05071929611
395	0.05033602252
396	0.05016022373
397	0.04995586329
398	0.04959926603
399	0.04919921552
400	0.04888262044
401	0.04853729918
402	0.04828806755
403	0.04796646755
404	0.04767578517
405	0.04740817589
406	0.04725849973
407	0.04697060645
408	0.04657090369
409	0.04625556238
410	0.04599427314
411	0.04569160372
412	0.04544540843
413	0.04514397634
414	0.04489832359
415	0.04458742346
416	0.04415455257
417	0.04402610986
418	0.04381952403
419	0.04349708091
420	0.04311616395
421	0.04285901568
422	0.04248752678
423	0.04218065906
424	0.04191034593
425	0.04166536467
426	0.04135626326
427	0.04101970688
428	0.0407247683
429	0.04049434261
430	0.04021191175
431	0.03995045428
432	0.03974163493
433	0.0394502133
434	0.03911564103
435	0.03899866858
436	0.03887341194
437	0.03873785213
438	0.03842534811
439	0.03819449106
440	0.03801281172
441	0.03779812459
442	0.037574023
443	0.03741487371
444	0.03709954654
445	0.03686059418
446	0.03674105266
447	0.03657760384
448	0.03630272984
449	0.03599939729
450	0.0358284002
451	0.03570496012
452	0.03537138336
453	0.0351749853
454	0.03491492266
455	0.03475017574
456	0.03452339925
457	0.03440449671
458	0.03417722792
459	0.03399139137
460	0.03373546016
461	0.03356771345
462	0.03338638934
463	0.03306264256
464	0.03294631283
465	0.0327187688
466	0.0326299308
467	0.03237709008
468	0.03215024757
469	0.0318679774
470	0.03166640407
471	0.0314910736
472	0.03130430092
473	0.03107251744
474	0.03081466673
475	0.0307884048
476	0.03068316186
477	0.0304073531
478	0.03021873077
479	0.03013181809
480	0.02984903625
481	0.02969253189
482	0.02952817239
483	0.02931254963
484	0.0292217764
485	0.02916805754
486	0.02901943755
487	0.02883041954
488	0.02863175043
489	0.02845587066
490	0.02833099251
491	0.02810853604
492	0.02799101022
493	0.02775900061
494	0.02748334683
495	0.02720036555
496	0.0270390596
497	0.0268667522
498	0.02668964546
499	0.02658188173
500	0.02643340341
501	0.02620214487
502	0.02604076298
503	0.02591637741
504	0.02582351376
505	0.02567505729
506	0.02552765549
507	0.0253965374
508	0.02530621693
509	0.02521005175
510	0.02503760347
511	0.02492897823
512	0.02478169227
513	0.02463752515
514	0.02448003146
515	0.02431287326
516	0.02422460205
517	0.02410483127
518	0.02399663317
519	0.02389057774
520	0.02373517326
521	0.02363992564
522	0.02362959495
523	0.02348797251
524	0.02338104529
525	0.02328588739
526	0.02314796533
527	0.02302854424
528	0.0230113103
529	0.02279447928
530	0.02261214511
531	0.02246531899
532	0.02232536897
533	0.02217083705
534	0.02209264741
535	0.02192423582
536	0.02180117637
537	0.02169495787
538	0.02168452333
539	0.02166759549
540	0.0216456761
541	0.02148994483
542	0.02130557191
543	0.02120529144
544	0.02102334336
545	0.02101770105
546	0.02084185283
547	0.02083645132
548	0.02074204297
549	0.02060624682
550	0.02049991698
551	0.02036496606
552	0.02024653993
553	0.02012769766
554	0.02006471606
555	0.01996405784
556	0.01991828473
557	0.0197458981
558	0.01966420645
559	0.0195824556
560	0.01946524158
561	0.01939960693
562	0.01927751128
563	0.01918243622
564	0.01911217235
565	0.01894518228
566	0.01883480896
567	0.01879216619
568	0.01872396241
569	0.01858736949
570	0.01844722524
571	0.01826466222
572	0.01811174194
573	0.01794322118
574	0.01780086861
575	0.01772131417
576	0.01765124093
577	0.01755367103
578	0.01738642825
579	0.01728459931
580	0.01719684852
581	0.01712759153
582	0.01705200953
583	0.01695363726
584	0.01686794231
585	0.0167569589
586	0.01667764456
587	0.01658172429
588	0.01651522172
589	0.0164137344
590	0.01631119998
591	0.01628047208
592	0.01620972429
593	0.01611643137
594	0.01602063042
595	0.01593738308
596	0.0158815693
597	0.01579540209
598	0.01574256462
599	0.01564944179
600	0.01552819281
601	0.01541148046
602	0.01529392905
603	0.01526147371
604	0.01513256361
605	0.01506750803
606	0.01495498303
607	0.01485275452
608	0.01479293969
609	0.01467607776
610	0.01453626207
611	0.01451919401
612	0.01441489818
613	0.01435097497
614	0.01428885415
615	0.01422968214
616	0.01414198188
617	0.01408788889
618	0.01401963235
619	0.01393537129
620	0.01384901855
621	0.01379879439
622	0.01378284053
623	0.01374147567
624	0.01369563884
625	0.01361921254
626	0.01356357491
627	0.01348209711
628	0.01347934933
629	0.01338303071
630	0.0132996637
631	0.01319411378
632	0.01311994383
633	0.01304235697
634	0.01298080574
635	0.01297909374
636	0.01291249202
637	0.01278315034
638	0.01270856741
639	0.01268396384
640	0.01260413411
641	0.01254993679
642	0.01250361316
643	0.0124479548
644	0.01239912348
645	0.01236069623
646	0.01229720836
647	0.01219775916
648	0.0121151856
649	0.01199633131
650	0.01191046981
651	0.01190832936
652	0.0118319095
653	0.01173303663
654	0.01165721509
655	0.01154560921
656	0.01151186347
657	0.01142862397
658	0.01137345698
659	0.01131827267
660	0.01124968413
661	0.01114566324
662	0.01105626553
663	0.01099380256
664	0.01099134207
665	0.01092953145
666	0.01090625544
667	0.01085914337
668	0.01085722408
669	0.01079763285
670	0.01078279466
671	0.0107201063
672	0.01071769195
673	0.01066912038
674	0.01056936694
675	0.01049456016
676	0.01045968473
677	0.01040011505
678	0.0103162001
679	0.01031444155
680	0.0102450237
681	0.01018988765
682	0.01014276941
683	0.01009484425
684	0.01005637451
685	0.009979288243
686	0.009939691378
687	0.009864003823
688	0.009787742358
689	0.009750210496
690	0.009670669062
691	0.009637921749
692	0.009573369959
693	0.009520636211
694	0.009427650926
695	0.009360896432
696	0.009280294018
697	0.009278458715
698	0.009210316911
699	0.00917572843
700	0.009099644331
701	0.009055954567
702	0.00899077728
703	0.008955090136
704	0.008905359179
705	0.008889481333
706	0.008813996267
707	0.008777409531
708	0.008735995353
709	0.008692542746
710	0.008615565223
711	0.008569001007
712	0.008499620927
713	0.008462346724
714	0.008416083912
715	0.008369325291
716	0.008329500214
717	0.008315889645
718	0.008268426821
719	0.008217390774
720	0.008186504747
721	0.008132757733
722	0.008131448351
723	0.008126432493
724	0.008073802712
725	0.008038407802
726	0.008037638657
727	0.007990277418
728	0.007932722033
729	0.0079309977
730	0.007864267242
731	0.007827457628
732	0.007793008647
733	0.007710498596
734	0.007690993693
735	0.007654258885
736	0.007599893017
737	0.007572372919
738	0.007490292118
739	0.007471633528
740	0.007447908892
741	0.007446655843
742	0.007418053804
743	0.007345378928
744	0.007329490327
745	0.007294052029
746	0.007233370093
747	0.007230102763
748	0.007202619221
749	0.007155876032
750	0.007120686247
751	0.007061320631
752	0.007027665513
753	0.006960468869
754	0.006958679843
755	0.006944641593
756	0.00687835543
757	0.006832686435
758	0.00677706831
759	0.006735850125
760	0.006708500448
761	0.006657071141
762	0.006591608804
763	0.006546804463
764	0.006502394453
765	0.006460466735
766	0.00640985339
767	0.006367468676
768	0.006359764874
769	0.006346396154
770	0.006331622943
771	0.006330696866
772	0.006302207079
773	0.006263919779
774	0.006206187248
775	0.006156573547
776	0.00611742978
777	0.006088741613
778	0.006056548507
779	0.006035212863
780	0.005997636398
781	0.005944207089
782	0.005913004423
783	0.005895199052
784	0.005865048705
785	0.005828214991
786	0.005790857691
787	0.005765352575
788	0.005705985061
789	0.00566554608
790	0.005617304595
791	0.005578523937
792	0.005552517542
793	0.005515832335
794	0.005495178373
795	0.005446682736
796	0.005415825563
797	0.005379087353
798	0.005353462524
799	0.005321465782
800	0.005320592213
801	0.005291094898
802	0.005254985417
803	0.005230419637
804	0.005196907372
805	0.005155258276
806	0.005133996699
807	0.00512640808
808	0.005117385402
809	0.005079816914
810	0.005067576671
811	0.005029937669
812	0.00500488811
813	0.004972396448
814	0.004947760871
815	0.004919853286
816	0.004894427257
817	0.004868247866
818	0.004852860628
819	0.00485207544
820	0.004828824088
821	0.004824369339
822	0.004823642132
823	0.004773383142
824	0.004757874784
825	0.004710915558
826	0.004698229858
827	0.004663496591
828	0.004623573498
829	0.004588449881
830	0.004556375565
831	0.004536561437
832	0.0045360106
833	0.004522007102
834	0.004493428196
835	0.004480288231
836	0.004479363798
837	0.004461169321
838	0.004428156315
839	0.004412614745
840	0.004383435568
841	0.004375082168
842	0.004373490505
843	0.004372852394
844	0.00434168829
845	0.004313328883
846	0.004312624136
847	0.004280241448
848	0.004255146478
849	0.004241052282
850	0.004223961845
851	0.00420020466
852	0.004172271292
853	0.004148982666
854	0.004137144714
855	0.004114492353
856	0.004079585465
857	0.004052191532
858	0.004029489319
859	0.004010072104
860	0.003984383974
861	0.003978544369
862	0.003944644408
863	0.003908325964
864	0.003893068239
865	0.003864750207
866	0.003848176673
867	0.003816550679
868	0.003785943481
869	0.003761297938
870	0.003726437763
871	0.003694391975
872	0.003661102053
873	0.003618522797
874	0.003596385077
875	0.003569540899
876	0.003553002807
877	0.00354182767
878	0.003517903026
879	0.003496778753
880	0.00347189384
881	0.003451345891
882	0.003413356954
883	0.003387735428
884	0.003369457226
885	0.003354520368
886	0.003340935959
887	0.003322800588
888	0.003315788911
889	0.003299923222
890	0.003281021699
891	0.003253295799
892	0.003224357516
893	0.003193744186
894	0.003164572837
895	0.003140023011
896	0.003130726349
897	0.003112587923
898	0.003084921377
899	0.003069664569
900	0.003052725152
901	0.003041374018
902	0.00301605331
903	0.00299504667
904	0.002982579601
905	0.002966642341
906	0.002944735798
907	0.002935019151
908	0.002915738006
909	0.002904036515
910	0.00289251747
911	0.002874485218
912	0.002856501988
913	0.002837612988
914	0.002827437964
915	0.002821786854
916	0.002811677988
917	0.002790683042
918	0.002771822946
919	0.002757313198
920	0.002745290566
921	0.002725974394
922	0.002716296724
923	0.002708718299
924	0.002689324283
925	0.002669917563
926	0.002650290431
927	0.002649792113
928	0.002639245598
929	0.002614833404
930	0.002614578944
931	0.002598719576
932	0.002582751547
933	0.002570115363
934	0.002557895318
935	0.002536327932
936	0.002517402055
937	0.002503498694
938	0.002497658473
939	0.002489210666
940	0.002477409758
941	0.00246077246
942	0.002440224407
943	0.002416077222
944	0.002388069729
945	0.0023698125
946	0.002354949369
947	0.002334242178
948	0.002314790332
949	0.002301766816
950	0.002285884676
951	0.002277786086
952	0.002260914403
953	0.002255690712
954	0.002240819545
955	0.002226840888
956	0.002217861908
957	0.002206068182
958	0.002191041064
959	0.002185051554
960	0.002180701808
961	0.002170268925
962	0.002164673752
963	0.002150118289
964	0.002125594416
965	0.002119060734
966	0.002107156266
967	0.002093151234
968	0.00207764536
969	0.002064641817
970	0.002052108344
971	0.002046850698
972	0.002039902424
973	0.002016540751
974	0.002004188463
975	0.001989461614
976	0.001976545151
977	0.00196790836
978	0.001955087673
979	0.001948548404
980	0.001938287732
981	0.001928636749
982	0.001916061244
983	0.001902977529
984	0.001890301222
985	0.001879846218
986	0.001866351332
987	0.001859286217
988	0.001840740942
989	0.001836486223
990	0.001826492324
991	0.001820471153
992	0.001809598381
993	0.001797634446
994	0.001781652314
995	0.001771998321
996	0.00176250154
997	0.001754876943
998	0.001742030829
999	0.001733096184
